"wrkstat","wrkslf","wrkgovt","occ10","indus10","age","educ","sex","race","year","parsol","joblose","jobfind","satjob","satfin","coninc","conrinc","prestg10","prestg105plus","dwelown"
5,2,1,3255,8190,87,12,2,1,2012,NA,NA,NA,NA,2,6894,NA,64,87,1
5,1,2,6220,770,64,17,1,1,2012,3,NA,NA,NA,1,76600,4213,39,36,NA
1,2,2,5610,3990,41,15,1,1,2012,NA,4,3,1,2,76600,16277.5,35,27,1
8,2,2,20,7070,57,9,1,1,2012,3,NA,NA,NA,3,24895,NA,50,65,NA
2,2,2,2340,7890,46,16,2,1,2012,5,3,2,2,3,NA,NA,38,32,1
2,2,1,2310,7860,58,16,2,1,2012,NA,3,3,2,1,178712.46494,14362.5,61,85,1
5,2,2,5320,7870,78,16,2,1,2012,2,NA,NA,NA,1,42130,383,25,13,NA
7,2,1,NA,9370,45,19,2,1,2012,NA,NA,NA,1,1,178712.46494,NA,NA,NA,1
1,2,2,4760,5180,38,14,2,1,2012,3,4,3,2,3,28725,28725,31,18,2
5,2,2,2830,6480,69,20,2,1,2012,2,NA,NA,NA,1,24895,8617.5,51,69,NA
2,2,2,3400,8180,61,16,1,1,2012,2,NA,NA,2,3,107240,76600,62,88,NA
1,2,2,1650,7870,48,16,2,1,2012,NA,4,1,2,2,178712.46494,91920,63,80,1
3,2,2,5240,6480,37,16,1,1,2012,4,3,3,2,2,63195,21065,31,20,2
1,2,1,4610,8470,47,12,1,1,2012,NA,2,2,3,3,8617.5,NA,48,44,2
1,2,2,710,7390,26,18,1,3,2012,1,NA,NA,1,2,51705,51705,51,72,NA
1,2,1,3540,7970,41,13,2,1,2012,NA,4,3,1,1,42130,42130,53,66,2
4,1,2,2100,7270,55,18,2,1,2012,5,NA,NA,3,3,2681,NA,69,89,NA
5,2,1,4050,7860,81,10,2,1,2012,1,NA,NA,NA,3,6894,NA,21,11,2
1,2,2,1020,7380,32,17,1,1,2012,NA,4,2,1,1,76600,76600,60,78,2
1,2,2,4760,5190,27,14,1,1,2012,NA,4,1,1,2,34470,21065,31,18,2
7,2,2,4610,8370,32,13,2,1,2012,3,NA,NA,3,3,14362.5,10532.5,48,44,2
2,1,2,4600,8470,39,18,2,1,2012,2,NA,NA,2,2,76600,14362.5,35,28,NA
1,2,1,430,8090,55,16,2,1,2012,NA,3,3,2,2,63195,51705,39,42,1
1,2,2,710,7290,35,16,1,1,2012,3,NA,NA,1,2,178712.46494,91920,51,72,NA
4,2,2,1300,7290,64,17,1,1,2012,NA,NA,NA,1,2,24895,383,73,92,1
7,2,2,3255,8190,85,15,2,1,2012,3,NA,NA,1,2,18192.5,NA,64,87,NA
4,2,2,8930,1280,52,12,1,1,2012,NA,NA,NA,1,3,21065,NA,32,21,2
8,NA,NA,NA,NA,46,12,2,1,2012,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1,2,2,8800,1270,34,5,2,3,2012,NA,1,3,2,2,1532,NA,24,12,2
8,2,2,8965,1280,55,10,2,1,2012,2,NA,NA,NA,2,12447.5,NA,35,28,2
5,2,1,3930,670,72,12,1,1,2012,NA,NA,NA,NA,2,10532.5,NA,34,27,1
7,2,2,3255,8190,34,16,2,1,2012,2,NA,NA,1,3,28725,24895,64,87,1
1,2,2,6260,770,35,10,1,1,2012,1,NA,NA,2,2,63195,42130,28,23,NA
1,2,2,120,6870,61,12,2,1,2012,3,3,2,1,2,91920,42130,53,65,1
8,2,2,8965,2290,56,12,1,1,2012,5,NA,NA,NA,3,18192.5,NA,35,28,NA
8,2,2,3600,8270,60,15,2,1,2012,NA,NA,NA,NA,3,8617.5,NA,48,50,2
5,2,1,2310,7860,65,16,2,1,2012,NA,NA,NA,NA,1,76600,NA,61,85,1
5,2,1,3850,7870,85,9,1,1,2012,1,NA,NA,NA,2,42130,NA,60,78,NA
1,1,2,6130,270,42,12,1,1,2012,3,4,3,1,3,63195,16277.5,29,19,1
1,2,2,2300,8470,27,14,2,1,2012,NA,4,2,2,2,178712.46494,10532.5,53,68,1
5,2,2,4740,9070,85,12,2,1,2012,1,NA,NA,NA,1,NA,NA,24,12,NA
1,2,2,5120,7860,63,14,2,1,2012,NA,4,3,1,2,76600,42130,45,48,1
2,1,2,2630,7370,61,15,2,1,2012,1,NA,NA,1,2,76600,1532,46,56,NA
2,2,2,1020,7390,27,20,2,3,2012,2,1,2,2,2,107240,51705,60,78,2
1,2,2,1010,7380,48,16,1,1,2012,NA,4,1,4,2,107240,107240,63,87,2
1,2,2,4920,6970,25,16,1,3,2012,1,4,2,2,1,91920,42130,49,69,1
3,2,1,5700,8190,34,13,1,3,2012,1,NA,NA,NA,2,178712.46494,34470,47,55,1
2,1,2,800,7980,37,16,2,3,2012,1,NA,NA,1,1,178712.46494,NA,60,85,NA
5,2,1,9130,9370,64,14,2,1,2012,NA,NA,NA,NA,3,8617.5,NA,35,29,2
1,1,2,430,6970,82,18,1,1,2012,3,3,NA,1,2,91920,63195,39,42,1
NA,NA,NA,NA,NA,43,16,2,1,2012,NA,NA,NA,NA,2,NA,NA,NA,NA,1
5,2,2,8720,7790,54,14,2,1,2012,NA,NA,NA,NA,3,3447,383,22,11,2
1,2,2,4030,5790,25,18,2,1,2012,2,NA,NA,2,2,12447.5,10532.5,21,9,NA
5,2,1,2330,7860,78,17,2,1,2012,NA,NA,NA,NA,1,18192.5,NA,61,83,1
4,2,2,5240,5170,19,12,2,2,2012,3,NA,NA,1,2,28725,1532,31,20,NA
5,2,2,8000,2980,64,11,1,1,2012,5,NA,NA,NA,3,12447.5,NA,28,19,1
1,2,1,3600,8270,23,13,1,2,2012,NA,4,3,2,1,63195,18192.5,48,50,1
1,2,2,630,9170,31,16,2,1,2012,2,NA,NA,1,1,178712.46494,51705,47,59,NA
1,2,2,4020,9290,41,15,1,1,2012,NA,4,2,1,1,178712.46494,76600,33,24,1
1,2,1,4220,8170,29,12,2,2,2012,NA,3,3,2,3,21065,16277.5,24,15,2
1,2,1,2320,7860,51,19,2,1,2012,4,2,3,3,3,28725,28725,64,91,1
1,2,2,5000,4470,55,18,1,3,2012,3,4,3,1,2,34470,34470,46,54,2
2,2,2,910,6880,36,15,2,2,2012,NA,3,2,2,3,63195,34470,45,60,2
5,2,1,2540,7860,87,13,2,1,2012,1,NA,NA,NA,1,24895,NA,48,50,1
1,2,2,1530,3390,28,17,1,1,2012,1,4,2,1,1,63195,63195,70,97,2
1,2,2,2040,9160,35,17,1,1,2012,NA,3,2,2,1,178712.46494,63195,66,86,2
1,2,2,1020,6680,37,18,1,3,2012,1,NA,NA,2,2,178712.46494,324512.29214,60,78,NA
5,2,2,1020,8590,84,12,1,1,2012,1,NA,NA,NA,1,42130,NA,60,78,1
6,NA,NA,NA,NA,21,13,1,1,2012,1,NA,NA,NA,2,10532.5,NA,NA,NA,NA
1,2,2,50,3380,49,17,1,3,2012,3,NA,NA,1,2,107240,91920,53,73,NA
7,NA,NA,NA,NA,42,12,2,3,2012,NA,NA,NA,1,2,42130,NA,NA,NA,1
5,2,2,3645,7970,69,14,2,1,2012,3,NA,NA,NA,3,NA,NA,51,55,1
1,2,2,2145,7270,32,16,2,1,2012,1,NA,NA,2,1,107240,51705,52,64,NA
5,2,1,2310,7860,69,20,2,2,2012,NA,NA,NA,NA,1,91920,42130,61,85,1
4,2,2,740,7380,48,16,2,1,2012,3,NA,NA,2,1,NA,NA,33,28,NA
2,2,2,2910,8560,20,10,1,1,2012,NA,3,3,2,2,42130,1532,48,56,1
1,2,1,2320,7860,51,19,2,1,2012,NA,2,3,1,2,NA,34470,64,91,1
2,1,2,3255,8270,60,20,1,1,2012,2,NA,NA,2,2,51705,14362.5,64,87,NA
2,2,2,4800,6470,59,16,2,1,2012,4,3,3,3,3,51705,24895,38,36,2
7,2,2,5700,4780,89,16,2,1,2012,1,NA,NA,1,1,34470,NA,47,55,NA
2,2,2,5400,4870,18,12,2,1,2012,2,NA,NA,3,3,24895,3447,38,29,NA
5,2,2,120,6870,62,20,2,1,2012,NA,NA,NA,NA,1,91920,NA,53,65,1
2,1,2,5120,7070,54,13,2,1,2012,3,4,2,2,2,51705,10532.5,45,48,1
2,2,2,4760,5180,19,12,2,2,2012,NA,4,3,2,3,76600,4213,31,18,1
1,2,2,5000,7280,38,10,2,2,2012,NA,NA,2,1,1,34470,24895,46,54,2
1,2,2,1050,7380,31,14,1,1,2012,2,NA,NA,2,1,63195,34470,48,55,NA
4,2,2,110,7380,51,18,2,1,2012,2,NA,NA,2,3,28725,21065,60,83,1
2,2,2,4220,7690,23,11,1,1,2012,NA,3,2,2,3,14362.5,14362.5,24,15,2
1,2,2,2340,6690,48,16,2,1,2012,1,NA,NA,1,2,76600,76600,38,32,NA
1,2,2,3600,8170,45,16,2,2,2012,4,3,3,1,2,42130,12447.5,48,50,1
4,2,2,NA,NA,20,12,1,1,2012,NA,NA,NA,2,1,63195,NA,NA,NA,1
5,2,1,3255,8190,70,15,2,1,2012,2,NA,NA,NA,2,51705,NA,64,87,1
1,2,1,5860,7860,58,16,2,1,2012,NA,3,3,2,2,107240,10532.5,32,26,1
1,1,2,410,7070,63,16,1,1,2012,1,NA,NA,1,1,178712.46494,NA,41,44,NA
7,2,2,4710,7070,44,12,2,1,2012,1,NA,NA,1,1,178712.46494,NA,48,58,NA
5,1,2,2310,7860,87,14,2,1,2012,1,NA,NA,NA,1,NA,NA,61,85,1
1,2,2,120,6870,50,16,2,1,2012,1,3,3,2,1,NA,NA,53,65,1
7,2,2,4000,5380,52,11,2,2,2012,1,NA,NA,3,1,18192.5,NA,50,58,2
1,1,2,430,3190,32,14,1,1,2012,NA,4,2,1,2,51705,51705,39,42,1
1,2,2,110,NA,43,20,1,1,2012,3,3,2,1,2,178712.46494,324512.29214,60,83,1
1,2,2,20,3570,51,16,2,1,2012,NA,4,2,2,1,178712.46494,324512.29214,50,65,1
1,2,2,300,770,58,20,1,1,2012,2,NA,NA,1,2,63195,63195,62,89,NA
5,2,2,5700,3070,75,11,2,1,2012,NA,NA,NA,NA,1,NA,NA,47,55,1
7,2,2,5700,6970,71,16,2,1,2012,1,NA,NA,1,1,63195,NA,47,55,NA
5,2,2,2160,4670,72,14,2,1,2012,3,NA,NA,NA,2,63195,NA,44,49,NA
4,2,2,3320,8190,64,14,2,1,2012,NA,NA,NA,1,3,16277.5,16277.5,59,79,2
4,2,2,4610,8370,35,12,2,1,2012,4,NA,NA,2,3,4979,NA,48,44,2
1,2,2,6440,770,34,15,1,2,2012,2,2,3,2,1,63195,34470,43,50,1
1,2,2,8965,3580,71,11,1,2,2012,1,NA,NA,1,2,76600,51705,35,28,NA
1,2,2,4720,5090,41,17,1,1,2012,1,NA,NA,1,2,12447.5,NA,28,16,NA
1,2,2,9130,4490,34,13,1,1,2012,1,4,2,2,1,91920,51705,35,29,1
1,2,1,4220,7860,50,13,1,2,2012,NA,4,1,1,2,10532.5,10532.5,24,15,1
1,2,2,4620,8660,23,12,2,1,2012,1,NA,NA,1,2,34470,12447.5,35,28,NA
5,2,2,8030,3190,53,12,1,1,2012,NA,NA,NA,NA,1,18192.5,NA,40,37,1
5,1,2,9130,6170,64,13,1,2,2012,4,NA,NA,NA,3,24895,4213,35,29,1
1,2,2,20,2290,41,20,1,1,2012,3,4,3,2,1,NA,NA,50,65,1
1,2,2,725,2190,46,14,1,2,2012,3,NA,NA,3,2,16277.5,14362.5,49,63,NA
1,1,2,6420,770,54,16,1,1,2012,NA,4,1,2,2,76600,14362.5,35,26,2
1,2,2,20,9180,67,19,1,1,2012,3,4,3,1,1,63195,24895,50,65,2
1,2,2,2145,7270,53,16,2,1,2012,5,NA,NA,2,3,42130,34470,52,64,NA
5,2,2,3255,8190,59,12,2,1,2012,NA,NA,NA,NA,2,63195,63195,64,87,1
2,2,2,5700,9160,65,12,2,1,2012,4,NA,NA,1,NA,NA,NA,47,55,NA
1,2,2,8650,7390,51,14,1,1,2012,1,4,2,2,1,76600,76600,27,16,1
1,2,2,7750,3070,39,14,1,3,2012,2,NA,NA,1,2,NA,NA,35,26,NA
2,2,2,4510,8980,49,12,2,1,2012,2,4,1,2,1,63195,NA,36,27,1
1,2,2,110,3990,30,16,2,1,2012,NA,3,3,1,2,178712.46494,NA,60,83,1
8,2,1,3255,8180,57,19,2,1,2012,4,NA,NA,NA,3,91920,NA,64,87,1
1,2,2,800,3580,36,18,1,1,2012,1,NA,NA,1,1,107240,76600,60,85,NA
1,2,2,110,2190,39,18,2,1,2012,1,3,3,1,2,178712.46494,324512.29214,60,83,1
7,2,2,3160,7860,38,18,2,3,2012,3,NA,NA,NA,2,76600,NA,65,91,NA
1,2,2,4810,6990,46,16,1,1,2012,3,NA,NA,2,2,178712.46494,324512.29214,47,61,NA
1,2,2,3255,8190,41,18,1,1,2012,NA,4,2,2,2,178712.46494,76600,64,87,1
1,2,2,4760,4790,29,18,1,3,2012,1,3,2,1,2,51705,51705,31,18,2
1,2,2,9130,770,58,12,1,1,2012,NA,4,3,1,2,NA,NA,35,29,1
1,2,2,1760,2190,48,17,2,3,2012,1,NA,NA,1,1,178712.46494,76600,42,42,NA
8,2,2,3060,8190,31,20,1,1,2012,NA,NA,NA,NA,2,NA,NA,80,95,1
1,2,2,1400,3360,54,14,2,2,2012,2,4,3,3,3,34470,34470,70,93,2
2,2,2,4600,8470,37,9,2,2,2012,2,4,3,1,2,6894,NA,35,28,2
1,2,2,2000,8190,48,18,2,2,2012,NA,3,2,2,3,42130,24895,51,64,1
4,2,1,4220,8590,58,12,1,2,2012,3,NA,NA,1,2,NA,NA,24,15,NA
1,2,2,4610,8170,77,9,2,2,2012,1,4,3,1,3,8617.5,NA,48,44,2
2,2,2,4600,8470,44,14,2,1,2012,NA,3,2,2,2,18192.5,3447,35,28,1
1,2,2,7800,4470,27,16,2,1,2012,4,NA,NA,1,2,NA,16277.5,45,49,NA
2,2,2,9640,4970,19,11,1,1,2012,NA,1,1,2,1,107240,NA,22,13,1
1,2,2,5620,4970,55,13,1,1,2012,1,NA,NA,1,2,42130,34470,25,12,NA
1,2,2,3640,7980,52,12,2,1,2012,NA,4,3,1,1,63195,28725,48,56,1
5,2,2,6440,9180,63,13,1,1,2012,4,NA,NA,NA,3,21065,NA,43,50,1
1,2,2,2540,8470,39,14,2,1,2012,4,NA,NA,2,2,42130,14362.5,48,50,NA
7,2,2,8965,3960,68,10,2,2,2012,1,NA,NA,1,2,76600,NA,35,28,1
5,2,2,7630,2990,82,4,1,1,2012,2,NA,NA,NA,3,NA,NA,31,21,1
7,2,NA,4220,8180,59,12,2,2,2012,NA,NA,NA,4,3,NA,NA,24,15,2
2,1,NA,NA,NA,64,15,2,1,2012,2,4,3,1,1,NA,NA,NA,NA,1
1,2,1,2000,7860,47,18,2,2,2012,4,3,2,3,2,NA,51705,51,64,1
1,2,1,4710,8570,45,12,1,2,2012,3,NA,NA,3,3,51705,21065,48,58,NA
1,2,2,8610,6390,37,12,1,1,2012,NA,3,3,1,3,63195,63195,47,53,2
4,2,2,8965,2670,20,11,1,3,2012,1,NA,NA,1,2,16277.5,2681,35,28,1
1,2,2,150,4270,31,20,1,2,2012,NA,4,2,2,2,63195,34470,52,76,1
7,2,2,5860,7480,22,13,2,1,2012,1,NA,NA,1,2,2681,383,32,26,2
5,2,1,2310,7860,61,16,2,1,2012,3,NA,NA,NA,2,51705,NA,61,85,2
1,1,2,8740,7070,56,15,2,1,2012,2,4,3,1,1,91920,42130,39,38,1
1,1,2,7740,3690,34,8,1,1,2012,NA,4,2,1,2,51705,8617.5,34,29,1
1,2,2,7750,3190,53,12,1,3,2012,1,4,1,1,2,51705,28725,35,26,2
1,2,2,6230,3990,22,12,1,3,2012,1,NA,NA,1,2,21065,21065,44,49,NA
1,2,2,4230,8660,39,12,2,3,2012,4,2,3,1,3,14362.5,NA,25,14,2
1,2,2,6260,770,25,6,1,3,2012,1,NA,NA,1,2,18192.5,18192.5,28,23,NA
5,1,2,430,NA,75,17,1,1,2012,2,NA,NA,NA,2,21065,NA,39,42,1
1,2,2,140,2370,44,18,1,1,2012,3,NA,NA,1,2,91920,63195,50,62,NA
1,2,2,5240,5380,26,14,1,1,2012,NA,NA,NA,NA,3,10532.5,10532.5,31,20,2
1,2,2,5700,770,40,13,2,1,2012,1,NA,NA,1,1,63195,34470,47,55,NA
1,2,2,5600,7970,33,10,2,1,2012,NA,3,3,1,2,34470,28725,40,39,2
3,2,1,9510,6080,49,12,1,3,2012,1,4,2,2,2,42130,42130,47,53,2
4,2,2,4600,9160,49,12,2,1,2012,NA,NA,NA,1,1,76600,3447,35,28,1
1,2,1,2200,7870,48,20,1,1,2012,2,NA,NA,1,2,178712.46494,51705,74,94,NA
1,2,2,9030,6070,40,17,1,1,2012,NA,4,3,2,1,91920,91920,65,80,1
5,2,2,520,5380,80,14,1,2,2012,2,NA,NA,NA,1,NA,NA,45,49,NA
2,2,2,4110,8680,21,12,2,2,2012,4,NA,2,3,2,383,383,31,16,2
1,2,2,6230,770,38,0,1,2,2012,NA,3,3,1,1,383,NA,44,49,NA
5,2,2,7940,2670,74,12,1,1,2012,NA,NA,NA,NA,2,34470,NA,38,40,1
5,2,2,4850,4270,75,16,1,1,2012,1,NA,NA,NA,2,51705,NA,45,55,NA
1,2,2,136,4470,40,14,2,1,2012,NA,3,3,1,2,107240,51705,53,73,1
7,2,2,520,5170,50,16,2,1,2012,3,NA,NA,1,2,NA,NA,45,49,NA
1,2,2,4760,4470,48,8,2,1,2012,2,4,3,2,2,63195,12447.5,31,18,1
2,2,2,6230,770,32,9,1,1,2012,1,NA,NA,3,2,24895,16277.5,44,49,NA
2,2,2,6230,770,41,8,1,3,2012,NA,2,3,2,2,51705,51705,44,49,2
7,NA,NA,NA,NA,26,9,2,1,2012,2,NA,NA,NA,2,NA,NA,NA,NA,NA
1,2,1,5240,9380,57,12,2,2,2012,1,1,3,2,2,28725,28725,31,20,2
6,2,2,430,1790,30,12,2,2,2012,1,NA,NA,NA,2,383,NA,39,42,NA
7,2,2,4600,9160,41,12,2,2,2012,1,NA,NA,1,1,5745,NA,35,28,NA
2,2,2,6765,770,50,9,1,2,2012,1,NA,NA,2,1,383,NA,37,28,NA
2,2,2,5000,6190,30,15,1,1,2012,NA,2,2,3,3,24895,NA,46,54,1
1,2,2,8965,1290,47,12,2,2,2012,1,4,2,2,3,18192.5,18192.5,35,28,2
7,2,2,4600,8470,65,7,2,2,2012,3,NA,NA,1,3,3447,NA,35,28,NA
2,1,2,2750,8560,43,5,1,3,2012,2,1,3,1,2,NA,NA,51,66,2
6,NA,NA,NA,NA,20,14,1,2,2012,1,NA,NA,NA,2,42130,NA,NA,NA,NA
1,2,1,2320,7860,47,18,2,2,2012,3,4,2,1,2,63195,51705,64,91,1
1,1,1,4710,4585,31,16,1,3,2012,4,NA,NA,2,2,34470,34470,48,58,NA
1,2,2,7315,7070,35,12,1,2,2012,1,1,3,1,3,42130,21065,45,53,1
1,1,2,4710,4470,58,12,1,1,2012,2,NA,NA,2,2,34470,21065,48,58,NA
5,2,1,3930,9380,66,14,2,1,2012,3,NA,NA,NA,1,42130,NA,34,27,1
7,2,2,4720,5390,37,12,2,1,2012,5,NA,NA,2,3,21065,NA,28,16,NA
1,2,2,2160,7590,40,15,2,1,2012,1,NA,NA,1,2,63195,42130,44,49,NA
1,2,2,4220,1080,56,13,1,1,2012,1,3,3,2,1,178712.46494,51705,24,15,1
2,2,2,4810,6990,49,12,2,1,2012,NA,4,2,2,2,76600,16277.5,47,61,1
2,2,2,3255,8190,30,14,2,1,2012,1,NA,NA,1,2,51705,51705,64,87,NA
4,2,1,3255,8190,45,18,2,1,2012,NA,NA,NA,1,2,91920,42130,64,87,2
5,2,2,4850,4290,77,13,1,2,2012,2,NA,NA,NA,2,42130,NA,45,55,NA
7,2,2,4940,3960,30,11,2,2,2012,NA,NA,NA,3,2,8617.5,NA,18,8,2
1,2,2,4000,8680,43,10,1,2,2012,NA,4,3,2,3,21065,21065,50,58,1
1,2,1,2540,7860,31,13,2,2,2012,1,1,2,2,3,12447.5,12447.5,48,50,2
1,2,1,2320,7860,58,16,2,2,2012,2,NA,NA,3,1,NA,NA,64,91,NA
2,2,2,6440,770,62,12,1,2,2012,NA,3,3,1,3,21065,21065,43,50,1
5,2,2,6355,770,73,10,1,2,2012,2,NA,NA,NA,2,8617.5,NA,49,54,1
1,2,1,4220,7860,60,12,2,2,2012,3,NA,NA,3,3,28725,18192.5,24,15,NA
1,2,2,6440,770,32,11,1,1,2012,2,4,2,2,2,24895,NA,43,50,1
1,2,NA,4110,8680,24,10,2,1,2012,2,NA,NA,2,3,16277.5,8617.5,31,16,NA
5,2,2,340,8660,71,14,1,1,2012,5,NA,NA,NA,3,8617.5,NA,42,44,1
1,2,1,9800,9790,31,15,1,2,2012,1,4,3,1,2,63195,63195,73,95,2
1,2,2,1105,570,42,14,2,1,2012,3,NA,NA,1,2,16277.5,4213,61,82,NA
7,2,2,4600,9290,80,10,2,2,2012,2,NA,NA,1,1,NA,NA,35,28,1
5,1,2,4510,8980,76,12,2,2,2012,NA,NA,NA,NA,3,12447.5,NA,36,27,1
7,2,2,9130,4690,40,11,2,2,2012,2,NA,NA,1,2,1532,NA,35,29,2
2,2,2,4250,8590,29,10,1,2,2012,NA,4,2,2,2,16277.5,4979,37,33,1
5,1,2,4230,9290,86,10,2,2,2012,1,NA,NA,NA,1,24895,NA,25,14,1
1,1,2,220,770,53,12,1,1,2012,2,NA,NA,1,3,34470,NA,53,75,NA
2,1,2,4230,9290,48,12,2,1,2012,NA,4,1,2,2,16277.5,14362.5,25,14,2
5,1,2,4700,4970,86,6,2,1,2012,NA,NA,NA,NA,2,6894,NA,38,39,2
5,2,1,800,5790,71,12,2,1,2012,NA,NA,NA,NA,2,1532,NA,60,85,2
2,1,2,4610,9290,50,6,2,1,2012,1,NA,NA,2,2,14362.5,2681,48,44,NA
1,2,1,3850,9470,40,14,1,2,2012,2,NA,NA,2,3,NA,NA,60,78,NA
1,2,2,7140,9570,30,12,1,1,2012,1,NA,NA,1,1,42130,42130,56,81,NA
1,2,2,4720,4970,68,6,1,3,2012,NA,3,3,3,3,8617.5,8617.5,28,16,2
1,2,1,2310,7860,37,17,2,2,2012,1,4,2,1,2,178712.46494,51705,61,85,1
4,2,2,5860,6380,41,11,2,1,2012,NA,NA,NA,1,2,NA,NA,32,26,2
1,1,2,4230,9290,64,15,2,1,2012,1,NA,NA,1,3,NA,NA,25,14,NA
5,2,2,140,3190,72,13,1,1,2012,3,NA,NA,NA,2,34470,NA,50,62,NA
1,2,2,630,7870,40,19,2,1,2012,NA,3,2,1,2,42130,42130,47,59,2
3,2,2,630,7280,43,16,2,1,2012,NA,4,NA,1,2,NA,NA,47,59,1
5,1,NA,800,7280,84,17,1,1,2012,NA,NA,NA,NA,1,76600,NA,60,85,1
1,2,2,50,7380,34,16,1,1,2012,2,NA,NA,1,2,178712.46494,76600,53,73,NA
5,2,2,3255,8090,79,14,2,2,2012,NA,NA,NA,NA,3,16277.5,16277.5,64,87,1
5,2,2,8640,3990,60,10,1,2,2012,1,NA,NA,NA,2,10532.5,NA,31,22,NA
4,2,2,2910,7490,59,12,1,1,2012,NA,NA,NA,4,3,14362.5,NA,48,56,1
7,2,2,9140,7580,59,12,1,2,2012,2,NA,NA,1,3,1532,NA,26,11,1
5,2,2,5400,7270,63,13,2,1,2012,NA,NA,NA,NA,2,8617.5,NA,38,29,2
5,2,2,5620,5790,66,7,2,1,2012,2,NA,NA,NA,3,8617.5,NA,25,12,1
1,2,2,8810,8770,49,12,1,3,2012,NA,4,2,1,1,4979,NA,32,20,2
5,2,2,735,7280,66,17,1,1,2012,2,NA,NA,NA,1,178712.46494,NA,57,79,1
1,2,2,10,5590,42,19,1,3,2012,1,NA,NA,1,1,178712.46494,51705,72,90,NA
1,2,2,20,2190,52,20,1,1,2012,1,3,2,3,1,178712.46494,324512.29214,50,65,1
1,2,2,110,7380,42,20,1,3,2012,1,NA,NA,1,2,107240,107240,60,83,NA
1,2,2,20,3570,45,17,1,2,2012,3,NA,NA,3,1,178712.46494,324512.29214,50,65,NA
1,2,1,2320,7860,37,18,2,1,2012,2,4,3,1,1,178712.46494,63195,64,91,1
1,2,1,7700,3570,49,12,1,2,2012,2,NA,NA,2,2,51705,51705,50,62,NA
8,NA,NA,NA,NA,31,11,1,2,2012,4,NA,NA,NA,1,16277.5,NA,NA,NA,1
5,2,1,5000,6370,81,13,1,2,2012,1,NA,NA,NA,1,51705,34470,46,54,NA
1,2,2,3050,5790,30,20,1,2,2012,1,NA,NA,2,2,76600,76600,66,90,NA
1,2,2,4020,8680,29,13,1,2,2012,4,4,3,1,2,16277.5,3447,33,24,2
1,2,1,9120,7860,58,14,1,1,2012,NA,4,3,1,3,42130,21065,35,27,1
1,1,2,4710,4470,76,12,2,1,2012,2,NA,NA,1,3,NA,34470,48,58,NA
1,2,2,8030,3570,49,16,1,1,2012,NA,4,1,2,3,51705,34470,40,37,1
7,2,2,350,8190,42,14,2,2,2012,NA,NA,NA,2,2,63195,NA,64,86,1
1,1,2,4510,8980,56,16,1,1,2012,5,4,2,1,2,107240,63195,36,27,1
1,2,2,350,8180,40,18,2,1,2012,NA,4,1,1,1,178712.46494,76600,64,86,1
1,2,2,1220,7390,35,18,2,1,2012,3,3,2,2,1,178712.46494,42130,53,78,1
3,2,2,2145,7270,36,18,2,1,2012,NA,NA,NA,NA,1,91920,34470,52,64,1
1,2,2,2540,7860,56,16,2,1,2012,3,NA,NA,1,2,51705,14362.5,48,50,NA
1,2,1,1650,7870,37,20,1,1,2012,2,4,3,1,2,91920,91920,63,80,1
7,2,2,5120,7390,35,13,2,1,2012,2,NA,NA,2,1,63195,6894,45,48,NA
2,1,2,220,770,24,15,1,3,2012,NA,1,3,1,1,18192.5,18192.5,53,75,1
1,2,2,1006,7390,70,12,1,1,2012,1,4,3,2,1,63195,42130,65,90,1
1,2,2,8140,3570,28,11,1,1,2012,NA,4,1,1,3,51705,NA,38,35,2
1,2,2,5110,4670,51,12,2,1,2012,2,4,1,2,3,5745,NA,40,38,1
1,2,1,4700,5790,30,14,2,1,2012,NA,4,2,3,2,14362.5,14362.5,38,39,2
5,2,2,5700,7270,80,12,2,1,2012,3,NA,NA,NA,1,34470,NA,47,55,1
2,2,2,3255,8190,46,16,2,1,2012,NA,3,3,2,3,34470,28725,64,87,2
5,2,1,2310,7860,78,18,2,1,2012,2,NA,NA,NA,3,NA,NA,61,85,1
1,2,2,136,2870,64,13,2,1,2012,NA,4,3,1,2,34470,34470,53,73,2
1,2,1,2400,6770,50,20,2,1,2012,1,NA,NA,1,1,42130,42130,55,75,NA
5,2,2,7340,5790,63,14,1,1,2012,3,NA,NA,NA,1,28725,NA,44,50,1
1,2,2,5620,8190,66,14,1,3,2012,1,4,1,2,2,51705,28725,25,12,1
1,2,2,4700,5190,35,16,2,1,2012,NA,4,1,2,1,91920,42130,38,39,1
5,2,2,7200,4670,72,12,1,3,2012,NA,NA,NA,NA,3,6894,NA,45,50,1
5,2,2,7140,6290,88,14,1,3,2012,2,NA,NA,NA,2,10532.5,NA,56,81,1
2,2,2,5160,6870,NA,12,2,1,2012,4,NA,NA,4,3,21065,21065,39,29,NA
7,NA,NA,NA,NA,19,9,1,2,2012,NA,NA,NA,4,3,383,NA,NA,NA,2
2,2,2,3600,8270,32,14,2,2,2012,1,NA,NA,1,1,18192.5,NA,48,50,NA
2,2,2,1020,7890,33,12,2,1,2012,3,4,3,1,1,51705,8617.5,60,78,1
1,2,2,230,8470,48,14,2,1,2012,1,1,2,3,2,178712.46494,34470,59,80,1
5,2,2,5420,6870,67,14,2,1,2012,4,NA,NA,NA,2,8617.5,NA,43,39,NA
